id_parada,data_hora_inicio,data_hora_fim,aerogerador,subsistema,codigo_alarme,descricao_alarme,tempo_parada_horas,tipo_manutencao
218,2025-02-21 09:33:00,2025-02-21 17:09:00,WTG-20,Generator,502,Generator cooling failure,7.6,Corretiva
219,2025-02-21 18:28:00,2025-02-22 21:40:00,WTG-20,Sensors / Weather,802,Wind vane error,27.2,Corretiva
220,2025-02-22 07:05:00,2025-02-22 12:17:00,WTG-01,Pitch System,202,Pitch battery fault,5.2,Preventiva
221,2025-02-22 08:35:00,2025-02-22 09:11:00,WTG-08,Pitch System,202,Pitch battery fault,0.6,Corretiva
222,2025-02-22 17:55:00,2025-02-23 00:01:00,WTG-10,Generator,505,Generator overspeed,6.1,Corretiva
223,2025-02-22 18:56:00,2025-02-23 09:44:00,WTG-05,Pitch System,205,Blade angle asymmetry limit reached,14.8,Corretiva
224,2025-02-23 08:05:00,2025-02-24 15:23:00,WTG-22,Sensors / Weather,801,Anemometer mismatch,31.3,Corretiva
225,2025-02-23 14:22:00,2025-02-24 06:52:00,WTG-28,Gearbox (Multiplicador),704,Oil filter clogged,16.5,Corretiva
226,2025-02-24 03:24:00,2025-02-24 08:18:00,WTG-04,Converter / Electrical,601,Grid voltage out of limits,4.9,Corretiva
227,2025-02-24 11:00:00,2025-02-25 01:48:00,WTG-13,Gearbox (Multiplicador),704,Oil filter clogged,14.8,Corretiva
228,2025-02-24 19:26:00,2025-02-25 00:14:00,WTG-11,Generator,501,High temperature winding,4.8,Corretiva
229,2025-02-24 23:49:00,2025-02-25 09:01:00,WTG-18,Converter / Electrical,605,Grid frequency instability,9.2,Corretiva
230,2025-02-25 02:17:00,2025-02-25 19:41:00,WTG-02,Sensors / Weather,803,Ice detection on blades,17.4,Corretiva
231,2025-02-25 14:48:00,2025-02-26 17:24:00,WTG-24,Converter / Electrical,603,Converter communication failure,26.6,Corretiva
232,2025-02-25 17:45:00,2025-02-25 18:21:00,WTG-08,Converter / Electrical,605,Grid frequency instability,0.6,Corretiva
233,2025-02-25 23:35:00,2025-02-27 00:41:00,WTG-23,Generator,503,Bearing temperature high,25.1,Corretiva
234,2025-02-26 05:04:00,2025-02-26 14:46:00,WTG-04,Sensors / Weather,804,Ambient temperature out of range,9.7,Corretiva
235,2025-02-26 07:40:00,2025-02-26 16:16:00,WTG-04,Yaw System,304,Yaw brake failure,8.6,Corretiva
236,2025-02-26 10:34:00,2025-02-26 23:04:00,WTG-24,Hydraulic System,401,Low hydraulic pressure,12.5,Corretiva
237,2025-02-26 15:34:00,2025-02-27 06:04:00,WTG-13,Generator,502,Generator cooling failure,14.5,Corretiva
238,2025-02-26 22:22:00,2025-02-27 09:46:00,WTG-23,Yaw System,301,Yaw error,11.4,Preventiva
239,2025-02-27 04:19:00,2025-02-27 13:19:00,WTG-26,Yaw System,302,Yaw motor overload,9.0,Corretiva
240,2025-02-27 09:40:00,2025-02-27 16:58:00,WTG-27,Sensors / Weather,801,Anemometer mismatch,7.3,Preventiva
241,2025-02-27 15:40:00,2025-02-27 19:58:00,WTG-19,Gearbox (Multiplicador),704,Oil filter clogged,4.3,Preventiva
242,2025-02-27 16:41:00,2025-02-28 00:17:00,WTG-21,Generator,501,High temperature winding,7.6,Corretiva
243,2025-02-27 17:35:00,2025-03-01 07:05:00,WTG-01,Yaw System,302,Yaw motor overload,37.5,Corretiva
244,2025-02-27 19:51:00,2025-02-28 12:33:00,WTG-18,Yaw System,301,Yaw error,16.7,Corretiva
245,2025-02-28 09:13:00,2025-02-28 19:25:00,WTG-12,Hydraulic System,401,Low hydraulic pressure,10.2,Corretiva
246,2025-02-28 18:56:00,2025-03-01 06:14:00,WTG-30,Gearbox (Multiplicador),702,High oil temperature,11.3,Corretiva
247,2025-03-01 02:17:00,2025-03-01 13:41:00,WTG-21,Yaw System,304,Yaw brake failure,11.4,Corretiva
248,2025-03-01 02:36:00,2025-03-01 11:48:00,WTG-15,Gearbox (Multiplicador),703,Bearing vibration high,9.2,Preventiva
249,2025-03-01 03:11:00,2025-03-01 11:11:00,WTG-16,Generator,503,Bearing temperature high,8.0,Corretiva
250,2025-03-01 05:04:00,2025-03-01 09:28:00,WTG-11,Hydraulic System,403,Hydraulic pump motor overload,4.4,Corretiva
251,2025-03-01 07:38:00,2025-03-01 16:26:00,WTG-24,Gearbox (Multiplicador),703,Bearing vibration high,8.8,Corretiva
252,2025-03-01 08:48:00,2025-03-01 13:30:00,WTG-19,Generator,502,Generator cooling failure,4.7,Corretiva
253,2025-03-01 09:40:00,2025-03-01 12:46:00,WTG-06,Converter / Electrical,605,Grid frequency instability,3.1,Corretiva
254,2025-03-01 10:02:00,2025-03-01 14:20:00,WTG-03,Sensors / Weather,801,Anemometer mismatch,4.3,Corretiva
255,2025-03-01 12:30:00,2025-03-01 16:42:00,WTG-26,Yaw System,305,Yaw inverter fault,4.2,Corretiva
256,2025-03-01 18:18:00,2025-03-02 06:36:00,WTG-19,Sensors / Weather,804,Ambient temperature out of range,12.3,Corretiva
257,2025-03-01 23:55:00,2025-03-02 07:49:00,WTG-14,Gearbox (Multiplicador),703,Bearing vibration high,7.9,Corretiva
258,2025-03-02 02:21:00,2025-03-02 03:15:00,WTG-17,Hydraulic System,403,Hydraulic pump motor overload,0.9,Corretiva
259,2025-03-02 06:22:00,2025-03-03 03:34:00,WTG-14,Gearbox (Multiplicador),702,High oil temperature,21.2,Corretiva
260,2025-03-02 18:14:00,2025-03-03 00:08:00,WTG-16,Hydraulic System,402,High hydraulic pressure,5.9,Corretiva
261,2025-03-02 21:35:00,2025-03-02 22:53:00,WTG-26,Converter / Electrical,605,Grid frequency instability,1.3,Corretiva
262,2025-03-02 23:40:00,2025-03-03 23:40:00,WTG-27,Hydraulic System,405,Valve switching failure,24.0,Corretiva
263,2025-03-03 01:57:00,2025-03-03 06:21:00,WTG-09,Hydraulic System,402,High hydraulic pressure,4.4,Preventiva
264,2025-03-03 08:12:00,2025-03-03 15:12:00,WTG-10,Generator,503,Bearing temperature high,7.0,Preventiva
265,2025-03-03 14:04:00,2025-03-04 19:22:00,WTG-11,Yaw System,303,Cable twist limit exceeded,29.3,Corretiva
266,2025-03-03 14:13:00,2025-03-04 09:07:00,WTG-10,Yaw System,303,Cable twist limit exceeded,18.9,Corretiva
267,2025-03-04 03:24:00,2025-03-04 21:30:00,WTG-10,Sensors / Weather,801,Anemometer mismatch,18.1,Corretiva
268,2025-03-04 04:16:00,2025-03-04 07:16:00,WTG-01,Converter / Electrical,603,Converter communication failure,3.0,Corretiva
269,2025-03-04 08:40:00,2025-03-04 17:04:00,WTG-20,Pitch System,201,Difference between Pitch angles,8.4,Corretiva
270,2025-03-06 14:53:00,2025-03-07 08:05:00,WTG-07,Yaw System,302,Yaw motor overload,17.2,Corretiva
271,2025-03-06 15:54:00,2025-03-07 03:00:00,WTG-01,Yaw System,305,Yaw inverter fault,11.1,Preventiva
272,2025-03-06 22:22:00,2025-03-08 00:10:00,WTG-08,Generator,502,Generator cooling failure,25.8,Corretiva
273,2025-03-07 00:28:00,2025-03-07 01:58:00,WTG-30,Pitch System,205,Blade angle asymmetry limit reached,1.5,Corretiva
274,2025-03-07 16:33:00,2025-03-08 14:03:00,WTG-27,Pitch System,205,Blade angle asymmetry limit reached,21.5,Corretiva
275,2025-03-07 17:36:00,2025-03-07 23:18:00,WTG-02,Pitch System,202,Pitch battery fault,5.7,Corretiva
276,2025-03-07 21:23:00,2025-03-09 03:59:00,WTG-09,Generator,504,Slip ring brush wear limit,30.6,Corretiva
277,2025-03-08 07:02:00,2025-03-08 11:32:00,WTG-26,Gearbox (Multiplicador),702,High oil temperature,4.5,Corretiva
278,2025-03-08 10:31:00,2025-03-08 14:55:00,WTG-04,Hydraulic System,405,Valve switching failure,4.4,Corretiva
279,2025-03-08 14:45:00,2025-03-08 21:57:00,WTG-04,Converter / Electrical,601,Grid voltage out of limits,7.2,Corretiva
280,2025-03-09 00:35:00,2025-03-09 11:05:00,WTG-08,Converter / Electrical,603,Converter communication failure,10.5,Corretiva
281,2025-03-09 03:17:00,2025-03-09 07:59:00,WTG-09,Pitch System,201,Difference between Pitch angles,4.7,Corretiva
282,2025-03-09 07:54:00,2025-03-09 15:06:00,WTG-11,Converter / Electrical,603,Converter communication failure,7.2,Corretiva
283,2025-03-10 13:01:00,2025-03-11 03:55:00,WTG-11,Hydraulic System,403,Hydraulic pump motor overload,14.9,Corretiva
284,2025-03-10 13:06:00,2025-03-11 07:12:00,WTG-09,Yaw System,304,Yaw brake failure,18.1,Corretiva
285,2025-03-10 13:53:00,2025-03-10 18:17:00,WTG-20,Gearbox (Multiplicador),705,Gear mesh frequency vibration,4.4,Corretiva
286,2025-03-11 00:30:00,2025-03-11 07:36:00,WTG-07,Yaw System,304,Yaw brake failure,7.1,Preventiva
287,2025-03-11 04:17:00,2025-03-11 11:41:00,WTG-10,Gearbox (Multiplicador),704,Oil filter clogged,7.4,Corretiva
288,2025-03-11 12:19:00,2025-03-11 19:19:00,WTG-03,Generator,504,Slip ring brush wear limit,7.0,Corretiva
289,2025-03-11 15:19:00,2025-03-11 22:31:00,WTG-05,Pitch System,204,Pitch position sensor error,7.2,Corretiva
290,2025-03-12 04:34:00,2025-03-12 06:22:00,WTG-03,Pitch System,203,Pitch motor overtemperature,1.8,Corretiva
291,2025-03-12 05:17:00,2025-03-12 09:47:00,WTG-11,Converter / Electrical,603,Converter communication failure,4.5,Preventiva
292,2025-03-12 07:03:00,2025-03-12 23:27:00,WTG-27,Yaw System,302,Yaw motor overload,16.4,Corretiva
293,2025-03-12 08:14:00,2025-03-13 01:14:00,WTG-07,Sensors / Weather,801,Anemometer mismatch,17.0,Corretiva
294,2025-03-12 10:11:00,2025-03-12 20:05:00,WTG-27,Converter / Electrical,604,DC link overvoltage,9.9,Preventiva
295,2025-03-12 14:13:00,2025-03-13 00:01:00,WTG-10,Converter / Electrical,602,IGBT overtemperature,9.8,Preventiva
296,2025-03-12 15:08:00,2025-03-13 00:56:00,WTG-14,Yaw System,304,Yaw brake failure,9.8,Corretiva
297,2025-03-12 20:07:00,2025-03-13 01:01:00,WTG-24,Sensors / Weather,804,Ambient temperature out of range,4.9,Corretiva
298,2025-03-13 04:44:00,2025-03-13 10:50:00,WTG-07,Sensors / Weather,801,Anemometer mismatch,6.1,Preventiva
299,2025-03-13 15:45:00,2025-03-14 01:33:00,WTG-09,Converter / Electrical,601,Grid voltage out of limits,9.8,Preventiva
300,2025-03-13 19:51:00,2025-03-13 20:39:00,WTG-03,Sensors / Weather,804,Ambient temperature out of range,0.8,Corretiva
301,2025-03-13 21:10:00,2025-03-14 08:22:00,WTG-02,Generator,503,Bearing temperature high,11.2,Corretiva
302,2025-03-13 21:23:00,2025-03-14 00:47:00,WTG-23,Gearbox (Multiplicador),702,High oil temperature,3.4,Corretiva
303,2025-03-13 21:38:00,2025-03-13 23:20:00,WTG-16,Converter / Electrical,604,DC link overvoltage,1.7,Corretiva
304,2025-03-14 10:00:00,2025-03-14 16:30:00,WTG-26,Pitch System,204,Pitch position sensor error,6.5,Preventiva
305,2025-03-14 22:48:00,2025-03-15 00:00:00,WTG-23,Hydraulic System,402,High hydraulic pressure,1.2,Corretiva
306,2025-03-15 03:22:00,2025-03-15 11:22:00,WTG-26,Pitch System,201,Difference between Pitch angles,8.0,Corretiva
307,2025-03-15 04:32:00,2025-03-15 21:02:00,WTG-24,Sensors / Weather,803,Ice detection on blades,16.5,Corretiva
308,2025-03-15 08:00:00,2025-03-16 01:06:00,WTG-27,Gearbox (Multiplicador),705,Gear mesh frequency vibration,17.1,Corretiva
309,2025-03-15 08:51:00,2025-03-15 21:21:00,WTG-04,Generator,502,Generator cooling failure,12.5,Corretiva
310,2025-03-15 20:24:00,2025-03-15 21:54:00,WTG-02,Gearbox (Multiplicador),704,Oil filter clogged,1.5,Corretiva
311,2025-03-15 20:51:00,2025-03-16 01:51:00,WTG-21,Generator,505,Generator overspeed,5.0,Preventiva
312,2025-03-15 23:47:00,2025-03-16 19:41:00,WTG-09,Gearbox (Multiplicador),701,Low oil pressure,19.9,Corretiva
313,2025-03-15 23:53:00,2025-03-16 03:23:00,WTG-29,Converter / Electrical,601,Grid voltage out of limits,3.5,Corretiva
314,2025-03-16 15:42:00,2025-03-16 22:42:00,WTG-14,Generator,501,High temperature winding,7.0,Corretiva
315,2025-03-17 05:17:00,2025-03-17 07:29:00,WTG-26,Generator,501,High temperature winding,2.2,Corretiva
316,2025-03-17 10:31:00,2025-03-17 13:13:00,WTG-22,Yaw System,302,Yaw motor overload,2.7,Corretiva
317,2025-03-17 13:18:00,2025-03-17 16:54:00,WTG-09,Converter / Electrical,605,Grid frequency instability,3.6,Corretiva
318,2025-03-17 13:29:00,2025-03-17 23:47:00,WTG-28,Sensors / Weather,803,Ice detection on blades,10.3,Corretiva
319,2025-03-18 08:15:00,2025-03-18 15:57:00,WTG-08,Converter / Electrical,605,Grid frequency instability,7.7,Preventiva
320,2025-03-18 09:53:00,2025-03-18 14:41:00,WTG-10,Yaw System,303,Cable twist limit exceeded,4.8,Corretiva
321,2025-03-18 13:41:00,2025-03-19 15:47:00,WTG-01,Hydraulic System,405,Valve switching failure,26.1,Corretiva
322,2025-03-19 03:01:00,2025-03-19 19:07:00,WTG-09,Hydraulic System,405,Valve switching failure,16.1,Corretiva
323,2025-03-19 20:16:00,2025-03-20 01:34:00,WTG-16,Pitch System,202,Pitch battery fault,5.3,Preventiva
324,2025-03-20 11:00:00,2025-03-21 02:18:00,WTG-05,Converter / Electrical,605,Grid frequency instability,15.3,Corretiva
325,2025-03-20 13:48:00,2025-03-21 01:48:00,WTG-19,Converter / Electrical,605,Grid frequency instability,12.0,Corretiva
326,2025-03-21 00:40:00,2025-03-21 05:22:00,WTG-29,Sensors / Weather,801,Anemometer mismatch,4.7,Corretiva
327,2025-03-21 01:24:00,2025-03-21 07:36:00,WTG-02,Yaw System,305,Yaw inverter fault,6.2,Preventiva
328,2025-03-21 09:53:00,2025-03-21 19:53:00,WTG-16,Pitch System,201,Difference between Pitch angles,10.0,Preventiva
329,2025-03-21 11:22:00,2025-03-22 00:58:00,WTG-07,Sensors / Weather,801,Anemometer mismatch,13.6,Corretiva
330,2025-03-21 13:30:00,2025-03-21 18:00:00,WTG-16,Gearbox (Multiplicador),704,Oil filter clogged,4.5,Corretiva
331,2025-03-21 16:37:00,2025-03-21 18:43:00,WTG-12,Converter / Electrical,604,DC link overvoltage,2.1,Corretiva
332,2025-03-21 20:15:00,2025-03-22 01:09:00,WTG-10,Gearbox (Multiplicador),702,High oil temperature,4.9,Preventiva
333,2025-03-22 05:41:00,2025-03-22 06:29:00,WTG-27,Hydraulic System,405,Valve switching failure,0.8,Corretiva
334,2025-03-22 05:50:00,2025-03-22 12:26:00,WTG-21,Hydraulic System,404,Hydraulic oil low level,6.6,Corretiva
335,2025-03-22 06:14:00,2025-03-22 18:08:00,WTG-04,Gearbox (Multiplicador),703,Bearing vibration high,11.9,Corretiva
336,2025-03-22 06:41:00,2025-03-22 12:53:00,WTG-06,Converter / Electrical,602,IGBT overtemperature,6.2,Preventiva
337,2025-03-22 18:55:00,2025-03-23 02:07:00,WTG-30,Sensors / Weather,804,Ambient temperature out of range,7.2,Corretiva
338,2025-03-22 19:45:00,2025-03-22 21:15:00,WTG-29,Hydraulic System,403,Hydraulic pump motor overload,1.5,Corretiva
339,2025-03-22 23:55:00,2025-03-23 04:25:00,WTG-06,Sensors / Weather,801,Anemometer mismatch,4.5,Corretiva
340,2025-03-23 02:26:00,2025-03-23 12:50:00,WTG-23,Converter / Electrical,601,Grid voltage out of limits,10.4,Preventiva
341,2025-03-23 03:50:00,2025-03-23 18:08:00,WTG-23,Converter / Electrical,605,Grid frequency instability,14.3,Corretiva
342,2025-03-23 03:55:00,2025-03-23 09:01:00,WTG-10,Pitch System,205,Blade angle asymmetry limit reached,5.1,Preventiva
343,2025-03-23 07:12:00,2025-03-24 08:30:00,WTG-16,Generator,503,Bearing temperature high,25.3,Corretiva
344,2025-03-23 11:02:00,2025-03-23 15:02:00,WTG-20,Generator,504,Slip ring brush wear limit,4.0,Corretiva
345,2025-03-23 14:19:00,2025-03-23 18:43:00,WTG-07,Yaw System,301,Yaw error,4.4,Corretiva
346,2025-03-23 17:00:00,2025-03-23 22:30:00,WTG-21,Converter / Electrical,604,DC link overvoltage,5.5,Corretiva
347,2025-03-23 18:01:00,2025-03-24 03:07:00,WTG-30,Sensors / Weather,802,Wind vane error,9.1,Preventiva
348,2025-03-23 19:29:00,2025-03-23 23:29:00,WTG-30,Converter / Electrical,605,Grid frequency instability,4.0,Corretiva
349,2025-03-23 20:22:00,2025-03-23 23:22:00,WTG-11,Gearbox (Multiplicador),704,Oil filter clogged,3.0,Corretiva
350,2025-03-23 20:42:00,2025-03-24 04:30:00,WTG-17,Generator,502,Generator cooling failure,7.8,Corretiva
351,2025-03-23 21:59:00,2025-03-24 07:11:00,WTG-14,Pitch System,201,Difference between Pitch angles,9.2,Preventiva
352,2025-03-24 08:55:00,2025-03-24 14:55:00,WTG-04,Sensors / Weather,803,Ice detection on blades,6.0,Corretiva
353,2025-03-25 00:52:00,2025-03-25 17:58:00,WTG-18,Generator,504,Slip ring brush wear limit,17.1,Corretiva
354,2025-03-25 02:44:00,2025-03-26 00:14:00,WTG-24,Gearbox (Multiplicador),703,Bearing vibration high,21.5,Corretiva
355,2025-03-25 09:39:00,2025-03-26 00:15:00,WTG-08,Hydraulic System,405,Valve switching failure,14.6,Corretiva
356,2025-03-25 17:37:00,2025-03-26 00:25:00,WTG-11,Pitch System,204,Pitch position sensor error,6.8,Corretiva
357,2025-03-25 18:05:00,2025-03-26 05:35:00,WTG-17,Converter / Electrical,604,DC link overvoltage,11.5,Corretiva
358,2025-03-26 15:08:00,2025-03-26 23:26:00,WTG-10,Yaw System,301,Yaw error,8.3,Corretiva
359,2025-03-27 01:52:00,2025-03-27 08:28:00,WTG-21,Converter / Electrical,602,IGBT overtemperature,6.6,Corretiva
360,2025-03-27 08:21:00,2025-03-27 09:03:00,WTG-25,Converter / Electrical,602,IGBT overtemperature,0.7,Corretiva
361,2025-03-27 12:28:00,2025-03-27 16:04:00,WTG-04,Gearbox (Multiplicador),704,Oil filter clogged,3.6,Corretiva
362,2025-03-27 15:40:00,2025-03-28 00:40:00,WTG-21,Converter / Electrical,602,IGBT overtemperature,9.0,Corretiva
363,2025-03-28 18:57:00,2025-03-28 23:45:00,WTG-03,Converter / Electrical,601,Grid voltage out of limits,4.8,Corretiva
364,2025-03-28 19:03:00,2025-03-29 01:33:00,WTG-27,Generator,503,Bearing temperature high,6.5,Corretiva
365,2025-03-29 11:46:00,2025-03-30 06:22:00,WTG-07,Yaw System,301,Yaw error,18.6,Corretiva
366,2025-03-29 15:15:00,2025-03-29 18:33:00,WTG-18,Sensors / Weather,804,Ambient temperature out of range,3.3,Corretiva
367,2025-03-29 21:13:00,2025-03-30 01:55:00,WTG-13,Sensors / Weather,801,Anemometer mismatch,4.7,Corretiva
368,2025-03-29 22:42:00,2025-03-30 02:24:00,WTG-21,Gearbox (Multiplicador),701,Low oil pressure,3.7,Corretiva
369,2025-03-30 05:19:00,2025-03-30 10:31:00,WTG-08,Converter / Electrical,601,Grid voltage out of limits,5.2,Corretiva
370,2025-03-30 18:37:00,2025-03-30 19:31:00,WTG-23,Generator,503,Bearing temperature high,0.9,Corretiva
371,2025-03-30 20:34:00,2025-03-30 22:40:00,WTG-05,Yaw System,305,Yaw inverter fault,2.1,Corretiva
372,2025-03-31 03:45:00,2025-03-31 17:51:00,WTG-19,Sensors / Weather,803,Ice detection on blades,14.1,Corretiva
373,2025-03-31 06:50:00,2025-03-31 17:14:00,WTG-02,Gearbox (Multiplicador),702,High oil temperature,10.4,Preventiva
374,2025-03-31 09:55:00,2025-03-31 13:37:00,WTG-07,Generator,505,Generator overspeed,3.7,Corretiva
375,2025-03-31 11:48:00,2025-04-01 20:12:00,WTG-06,Sensors / Weather,803,Ice detection on blades,32.4,Corretiva
376,2025-03-31 16:36:00,2025-03-31 23:18:00,WTG-27,Gearbox (Multiplicador),701,Low oil pressure,6.7,Corretiva
377,2025-03-31 19:00:00,2025-03-31 23:36:00,WTG-04,Hydraulic System,401,Low hydraulic pressure,4.6,Corretiva
378,2025-04-01 01:05:00,2025-04-01 12:53:00,WTG-21,Generator,503,Bearing temperature high,11.8,Preventiva
379,2025-04-01 03:02:00,2025-04-01 13:26:00,WTG-27,Hydraulic System,405,Valve switching failure,10.4,Corretiva
380,2025-04-01 13:33:00,2025-04-02 03:33:00,WTG-25,Yaw System,301,Yaw error,14.0,Corretiva
381,2025-04-01 19:43:00,2025-04-01 20:43:00,WTG-03,Sensors / Weather,803,Ice detection on blades,1.0,Corretiva
382,2025-04-01 19:51:00,2025-04-02 03:33:00,WTG-10,Pitch System,201,Difference between Pitch angles,7.7,Preventiva
383,2025-04-02 03:02:00,2025-04-02 17:08:00,WTG-06,Converter / Electrical,602,IGBT overtemperature,14.1,Corretiva
384,2025-04-02 07:59:00,2025-04-02 13:59:00,WTG-08,Gearbox (Multiplicador),705,Gear mesh frequency vibration,6.0,Corretiva
385,2025-04-02 12:50:00,2025-04-03 05:56:00,WTG-17,Pitch System,204,Pitch position sensor error,17.1,Corretiva
386,2025-04-02 20:53:00,2025-04-03 01:17:00,WTG-09,Hydraulic System,403,Hydraulic pump motor overload,4.4,Corretiva
387,2025-04-03 00:25:00,2025-04-03 04:31:00,WTG-19,Hydraulic System,401,Low hydraulic pressure,4.1,Corretiva
388,2025-04-03 02:16:00,2025-04-03 07:52:00,WTG-14,Pitch System,202,Pitch battery fault,5.6,Corretiva
389,2025-04-03 10:26:00,2025-04-03 13:32:00,WTG-05,Gearbox (Multiplicador),705,Gear mesh frequency vibration,3.1,Corretiva
390,2025-04-03 18:37:00,2025-04-05 03:49:00,WTG-27,Pitch System,205,Blade angle asymmetry limit reached,33.2,Corretiva
391,2025-04-04 10:45:00,2025-04-04 13:03:00,WTG-14,Yaw System,302,Yaw motor overload,2.3,Corretiva
392,2025-04-04 14:26:00,2025-04-04 19:02:00,WTG-27,Sensors / Weather,803,Ice detection on blades,4.6,Preventiva
393,2025-04-04 20:45:00,2025-04-05 01:21:00,WTG-17,Gearbox (Multiplicador),702,High oil temperature,4.6,Corretiva
394,2025-04-05 11:09:00,2025-04-06 03:03:00,WTG-04,Generator,503,Bearing temperature high,15.9,Corretiva
395,2025-04-05 14:05:00,2025-04-06 03:23:00,WTG-16,Yaw System,305,Yaw inverter fault,13.3,Corretiva
396,2025-04-05 16:42:00,2025-04-05 21:42:00,WTG-15,Sensors / Weather,801,Anemometer mismatch,5.0,Preventiva
397,2025-04-05 21:10:00,2025-04-06 07:22:00,WTG-14,Yaw System,305,Yaw inverter fault,10.2,Corretiva
398,2025-04-06 03:46:00,2025-04-06 11:04:00,WTG-04,Pitch System,203,Pitch motor overtemperature,7.3,Corretiva
399,2025-04-06 21:00:00,2025-04-07 02:18:00,WTG-03,Generator,503,Bearing temperature high,5.3,Corretiva
400,2025-04-07 00:38:00,2025-04-07 06:08:00,WTG-14,Gearbox (Multiplicador),705,Gear mesh frequency vibration,5.5,Preventiva
401,2025-04-07 09:09:00,2025-04-07 13:03:00,WTG-08,Converter / Electrical,605,Grid frequency instability,3.9,Corretiva
402,2025-04-07 19:57:00,2025-04-09 13:09:00,WTG-29,Pitch System,201,Difference between Pitch angles,41.2,Corretiva
403,2025-04-08 03:39:00,2025-04-08 04:33:00,WTG-13,Converter / Electrical,602,IGBT overtemperature,0.9,Corretiva
404,2025-04-08 03:43:00,2025-04-08 09:43:00,WTG-13,Yaw System,301,Yaw error,6.0,Preventiva
405,2025-04-08 07:17:00,2025-04-08 15:17:00,WTG-08,Yaw System,305,Yaw inverter fault,8.0,Preventiva
406,2025-04-08 13:43:00,2025-04-09 00:31:00,WTG-21,Gearbox (Multiplicador),704,Oil filter clogged,10.8,Corretiva
407,2025-04-09 05:23:00,2025-04-09 09:29:00,WTG-18,Yaw System,305,Yaw inverter fault,4.1,Corretiva
408,2025-04-09 12:11:00,2025-04-10 03:47:00,WTG-28,Yaw System,303,Cable twist limit exceeded,15.6,Corretiva
409,2025-04-09 13:54:00,2025-04-09 18:30:00,WTG-07,Converter / Electrical,604,DC link overvoltage,4.6,Corretiva
410,2025-04-09 19:31:00,2025-04-09 20:55:00,WTG-21,Generator,505,Generator overspeed,1.4,Corretiva
411,2025-04-10 05:50:00,2025-04-10 11:26:00,WTG-08,Gearbox (Multiplicador),703,Bearing vibration high,5.6,Corretiva
412,2025-04-10 08:56:00,2025-04-10 21:32:00,WTG-07,Hydraulic System,405,Valve switching failure,12.6,Corretiva
413,2025-04-10 12:10:00,2025-04-10 18:34:00,WTG-30,Yaw System,305,Yaw inverter fault,6.4,Preventiva
414,2025-04-10 20:14:00,2025-04-11 06:20:00,WTG-26,Sensors / Weather,804,Ambient temperature out of range,10.1,Preventiva
415,2025-04-10 20:52:00,2025-04-11 00:58:00,WTG-17,Hydraulic System,405,Valve switching failure,4.1,Preventiva
416,2025-04-11 08:07:00,2025-04-11 14:13:00,WTG-30,Yaw System,301,Yaw error,6.1,Preventiva
417,2025-04-11 18:35:00,2025-04-12 00:23:00,WTG-02,Hydraulic System,402,High hydraulic pressure,5.8,Corretiva
418,2025-04-11 21:18:00,2025-04-12 03:54:00,WTG-23,Converter / Electrical,601,Grid voltage out of limits,6.6,Preventiva
419,2025-04-11 21:48:00,2025-04-12 09:06:00,WTG-06,Pitch System,201,Difference between Pitch angles,11.3,Corretiva
420,2025-04-12 05:36:00,2025-04-12 08:06:00,WTG-25,Converter / Electrical,602,IGBT overtemperature,2.5,Corretiva
421,2025-04-12 11:59:00,2025-04-12 17:11:00,WTG-13,Pitch System,204,Pitch position sensor error,5.2,Corretiva
422,2025-04-12 13:50:00,2025-04-13 01:50:00,WTG-25,Gearbox (Multiplicador),702,High oil temperature,12.0,Corretiva
423,2025-04-12 13:59:00,2025-04-13 00:53:00,WTG-20,Hydraulic System,402,High hydraulic pressure,10.9,Corretiva
424,2025-04-13 13:03:00,2025-04-13 17:39:00,WTG-29,Generator,501,High temperature winding,4.6,Corretiva
425,2025-04-13 16:44:00,2025-04-13 21:32:00,WTG-27,Converter / Electrical,604,DC link overvoltage,4.8,Preventiva
426,2025-04-13 17:17:00,2025-04-13 21:35:00,WTG-14,Generator,502,Generator cooling failure,4.3,Corretiva
427,2025-04-13 18:13:00,2025-04-13 20:37:00,WTG-16,Converter / Electrical,602,IGBT overtemperature,2.4,Corretiva
428,2025-04-13 22:21:00,2025-04-14 05:51:00,WTG-21,Converter / Electrical,602,IGBT overtemperature,7.5,Corretiva
429,2025-04-14 00:41:00,2025-04-14 05:11:00,WTG-29,Pitch System,201,Difference between Pitch angles,4.5,Preventiva
430,2025-04-14 19:58:00,2025-04-15 06:52:00,WTG-05,Converter / Electrical,601,Grid voltage out of limits,10.9,Corretiva
431,2025-04-14 22:30:00,2025-04-15 04:18:00,WTG-09,Hydraulic System,404,Hydraulic oil low level,5.8,Preventiva
432,2025-04-15 01:09:00,2025-04-15 22:57:00,WTG-12,Converter / Electrical,603,Converter communication failure,21.8,Corretiva
433,2025-04-15 05:17:00,2025-04-15 14:23:00,WTG-05,Gearbox (Multiplicador),701,Low oil pressure,9.1,Corretiva
434,2025-04-15 10:42:00,2025-04-16 03:30:00,WTG-30,Gearbox (Multiplicador),701,Low oil pressure,16.8,Corretiva
435,2025-04-15 15:43:00,2025-04-16 02:43:00,WTG-10,Generator,501,High temperature winding,11.0,Preventiva
436,2025-04-15 21:10:00,2025-04-16 04:28:00,WTG-04,Gearbox (Multiplicador),704,Oil filter clogged,7.3,Preventiva
