id_parada,data_hora_inicio,data_hora_fim,aerogerador,subsistema,codigo_alarme,descricao_alarme,tempo_parada_horas,tipo_parada
228,2025-02-26 14:41:00,2025-02-28 04:05:00,WTG-03,Generator,505,Generator overspeed,37.4,TRIP
229,2025-02-26 16:40:00,2025-02-27 12:46:00,WTG-21,Sensors,801,Anemometer mismatch,20.1,TRIP
230,2025-02-26 23:50:00,2025-02-27 15:02:00,WTG-27,Generator,502,Generator cooling failure,15.2,TRIP
231,2025-02-27 02:12:00,2025-02-27 13:24:00,WTG-10,Gearbox,704,Oil filter clogged,11.2,TRIP
232,2025-02-27 07:00:00,2025-03-02 07:00:00,WTG-13,PCM-PROG,001,manual stop_maintenance,72.0,Preventive
233,2025-02-27 16:05:00,2025-02-27 19:11:00,WTG-12,Sensors,802,Wind vane error,3.1,TRIP
234,2025-02-27 20:40:00,2025-02-27 21:46:00,WTG-22,Pitch System,204,Pitch position sensor error,1.1,TRIP
235,2025-02-27 23:20:00,2025-02-28 05:26:00,WTG-08,Sensors,804,Ambient temperature out of range,6.1,TRIP
236,2025-02-27 23:44:00,2025-02-28 17:08:00,WTG-23,Pitch System,201,Difference between Pitch angles,17.4,TRIP
237,2025-02-28 16:47:00,2025-02-28 19:59:00,WTG-13,Pitch System,203,Pitch motor overtemperature,3.2,TRIP
238,2025-02-28 20:02:00,2025-02-28 20:38:00,WTG-24,Sensors,801,Anemometer mismatch,0.6,TRIP
239,2025-02-28 23:49:00,2025-03-01 01:37:00,WTG-19,Electrical,603,Converter communication failure,1.8,TRIP
240,2025-03-01 00:40:00,2025-03-01 19:10:00,WTG-15,Generator,504,Slip ring brush wear limit,18.5,TRIP
241,2025-03-01 03:44:00,2025-03-01 12:50:00,WTG-26,Generator,504,Slip ring brush wear limit,9.1,TRIP
242,2025-03-01 05:29:00,2025-03-01 06:29:00,WTG-30,Electrical,602,IGBT overtemperature,1.0,TRIP
243,2025-03-01 06:16:00,2025-03-01 06:46:00,WTG-27,Pitch System,202,Pitch battery fault,0.5,TRIP
244,2025-03-01 09:24:00,2025-03-01 13:24:00,WTG-03,Yaw System,305,Yaw inverter fault,4.0,TRIP
245,2025-03-01 20:27:00,2025-03-03 01:27:00,WTG-30,PCM-CORR,002,manual stop_repair,29.0,Corrective
246,2025-03-02 01:59:00,2025-03-03 03:23:00,WTG-27,Generator,503,Bearing temperature high,25.4,TRIP
247,2025-03-02 03:47:00,2025-03-03 05:17:00,WTG-24,PCM-CORR,002,manual stop_repair,25.5,Corrective
248,2025-03-02 04:05:00,2025-03-02 13:47:00,WTG-13,Hydraulic System,401,Low hydraulic pressure,9.7,TRIP
249,2025-03-02 05:38:00,2025-03-02 07:32:00,WTG-12,Hydraulic System,402,High hydraulic pressure,1.9,TRIP
250,2025-03-02 14:44:00,2025-03-04 23:20:00,WTG-27,Electrical,602,IGBT overtemperature,56.6,TRIP
251,2025-03-02 22:10:00,2025-03-03 06:22:00,WTG-09,Gearbox,702,High oil temperature,8.2,TRIP
252,2025-03-03 03:26:00,2025-03-04 12:38:00,WTG-21,PCM-CORR,002,manual stop_repair,33.2,Corrective
253,2025-03-04 01:51:00,2025-03-05 04:09:00,WTG-11,Electrical,602,IGBT overtemperature,26.3,TRIP
254,2025-03-04 09:57:00,2025-03-04 10:45:00,WTG-29,Hydraulic System,403,Hydraulic pump motor overload,0.8,TRIP
255,2025-03-04 22:33:00,2025-03-05 09:03:00,WTG-11,Generator,504,Slip ring brush wear limit,10.5,TRIP
256,2025-03-05 06:37:00,2025-03-05 10:37:00,WTG-16,Gearbox,703,Bearing vibration high,4.0,TRIP
257,2025-03-05 07:59:00,2025-03-05 18:53:00,WTG-06,PCM-CORR,002,manual stop_repair,10.9,Corrective
258,2025-03-05 08:40:00,2025-03-05 10:28:00,WTG-21,Gearbox,705,Gear mesh frequency vibration,1.8,TRIP
259,2025-03-06 06:01:00,2025-03-06 09:43:00,WTG-11,Electrical,604,DC link overvoltage,3.7,TRIP
260,2025-03-06 07:48:00,2025-03-06 13:00:00,WTG-21,Sensors,801,Anemometer mismatch,5.2,TRIP
261,2025-03-06 08:56:00,2025-03-06 12:26:00,WTG-16,Gearbox,705,Gear mesh frequency vibration,3.5,TRIP
262,2025-03-06 10:32:00,2025-03-07 11:26:00,WTG-01,PCM-CORR,002,manual stop_repair,24.9,Corrective
263,2025-03-06 16:43:00,2025-03-06 22:25:00,WTG-05,Gearbox,705,Gear mesh frequency vibration,5.7,TRIP
264,2025-03-07 00:40:00,2025-03-07 13:40:00,WTG-07,Gearbox,705,Gear mesh frequency vibration,13.0,TRIP
265,2025-03-07 04:40:00,2025-03-07 14:28:00,WTG-20,Hydraulic System,405,Valve switching failure,9.8,TRIP
266,2025-03-07 05:52:00,2025-03-07 23:28:00,WTG-25,Sensors,801,Anemometer mismatch,17.6,TRIP
267,2025-03-07 07:11:00,2025-03-07 10:41:00,WTG-22,Pitch System,203,Pitch motor overtemperature,3.5,TRIP
268,2025-03-07 13:38:00,2025-03-07 21:32:00,WTG-03,Sensors,803,Ice detection on blades,7.9,TRIP
269,2025-03-07 20:15:00,2025-03-08 14:21:00,WTG-16,Hydraulic System,403,Hydraulic pump motor overload,18.1,TRIP
270,2025-03-08 14:33:00,2025-03-08 17:03:00,WTG-19,Generator,502,Generator cooling failure,2.5,TRIP
271,2025-03-08 17:48:00,2025-03-09 00:30:00,WTG-25,PCM-CORR,002,manual stop_repair,6.7,Corrective
272,2025-03-08 18:07:00,2025-03-09 15:37:00,WTG-15,Pitch System,204,Pitch position sensor error,21.5,TRIP
273,2025-03-09 08:05:00,2025-03-10 07:53:00,WTG-27,Yaw System,305,Yaw inverter fault,23.8,TRIP
274,2025-03-09 22:14:00,2025-03-10 21:50:00,WTG-01,Electrical,602,IGBT overtemperature,23.6,TRIP
275,2025-03-09 23:00:00,2025-03-10 11:06:00,WTG-07,PCM-CORR,002,manual stop_repair,12.1,Corrective
276,2025-03-10 00:14:00,2025-03-10 11:32:00,WTG-18,Sensors,803,Ice detection on blades,11.3,TRIP
277,2025-03-10 18:18:00,2025-03-11 10:30:00,WTG-26,Generator,501,High temperature winding,16.2,TRIP
278,2025-03-10 18:25:00,2025-03-10 20:31:00,WTG-19,Yaw System,301,Yaw error,2.1,TRIP
279,2025-03-11 05:31:00,2025-03-11 12:55:00,WTG-14,Yaw System,304,Yaw brake failure,7.4,TRIP
280,2025-03-11 06:55:00,2025-03-11 10:31:00,WTG-10,Sensors,802,Wind vane error,3.6,TRIP
281,2025-03-11 16:07:00,2025-03-11 23:01:00,WTG-18,Pitch System,205,Blade angle asymmetry limit reached,6.9,TRIP
282,2025-03-11 19:20:00,2025-03-12 00:44:00,WTG-22,Hydraulic System,404,Hydraulic oil low level,5.4,TRIP
283,2025-03-12 04:53:00,2025-03-12 19:11:00,WTG-03,Hydraulic System,401,Low hydraulic pressure,14.3,TRIP
284,2025-03-12 09:00:00,2025-03-15 09:00:00,WTG-01,PCM-PROG,001,manual stop_maintenance,72.0,Preventive
285,2025-03-12 13:15:00,2025-03-12 17:03:00,WTG-09,Generator,505,Generator overspeed,3.8,TRIP
286,2025-03-12 16:52:00,2025-03-13 16:34:00,WTG-11,Gearbox,701,Low oil pressure,23.7,TRIP
287,2025-03-13 04:26:00,2025-03-13 08:26:00,WTG-12,Yaw System,303,Cable twist limit exceeded,4.0,TRIP
288,2025-03-13 06:57:00,2025-03-13 09:45:00,WTG-26,Electrical,604,DC link overvoltage,2.8,TRIP
289,2025-03-13 09:27:00,2025-03-13 20:51:00,WTG-04,Pitch System,202,Pitch battery fault,11.4,TRIP
290,2025-03-13 11:17:00,2025-03-13 12:05:00,WTG-22,Hydraulic System,402,High hydraulic pressure,0.8,TRIP
291,2025-03-13 17:37:00,2025-03-13 19:55:00,WTG-25,Generator,504,Slip ring brush wear limit,2.3,TRIP
292,2025-03-13 21:29:00,2025-03-14 05:11:00,WTG-20,Pitch System,204,Pitch position sensor error,7.7,TRIP
293,2025-03-14 02:58:00,2025-03-14 07:52:00,WTG-20,Pitch System,201,Difference between Pitch angles,4.9,TRIP
294,2025-03-14 15:15:00,2025-03-14 20:39:00,WTG-27,Yaw System,305,Yaw inverter fault,5.4,TRIP
295,2025-03-14 21:06:00,2025-03-14 22:30:00,WTG-06,Yaw System,304,Yaw brake failure,1.4,TRIP
296,2025-03-15 02:14:00,2025-03-15 12:20:00,WTG-20,Yaw System,301,Yaw error,10.1,TRIP
297,2025-03-15 05:00:00,2025-03-15 05:54:00,WTG-28,Gearbox,701,Low oil pressure,0.9,TRIP
298,2025-03-15 06:36:00,2025-03-15 10:36:00,WTG-14,Gearbox,704,Oil filter clogged,4.0,TRIP
299,2025-03-15 06:59:00,2025-03-16 02:59:00,WTG-13,Yaw System,305,Yaw inverter fault,20.0,TRIP
300,2025-03-15 14:18:00,2025-03-15 17:54:00,WTG-12,Electrical,605,Grid frequency instability,3.6,TRIP
301,2025-03-15 18:03:00,2025-03-16 18:21:00,WTG-07,Yaw System,301,Yaw error,24.3,TRIP
302,2025-03-15 18:58:00,2025-03-16 07:40:00,WTG-01,Yaw System,305,Yaw inverter fault,12.7,TRIP
303,2025-03-16 05:35:00,2025-03-16 14:11:00,WTG-28,Electrical,603,Converter communication failure,8.6,TRIP
304,2025-03-16 06:00:00,2025-03-16 11:00:00,WTG-11,Pitch System,201,Difference between Pitch angles,5.0,TRIP
305,2025-03-16 08:05:00,2025-03-16 12:35:00,WTG-29,Generator,505,Generator overspeed,4.5,TRIP
306,2025-03-16 11:56:00,2025-03-17 02:08:00,WTG-12,Electrical,604,DC link overvoltage,14.2,TRIP
307,2025-03-16 11:58:00,2025-03-17 08:28:00,WTG-04,Sensors,803,Ice detection on blades,20.5,TRIP
308,2025-03-16 16:31:00,2025-03-16 19:31:00,WTG-12,Yaw System,302,Yaw motor overload,3.0,TRIP
309,2025-03-16 20:30:00,2025-03-17 01:36:00,WTG-27,Pitch System,203,Pitch motor overtemperature,5.1,TRIP
310,2025-03-16 22:31:00,2025-03-16 23:31:00,WTG-23,Gearbox,704,Oil filter clogged,1.0,TRIP
311,2025-03-16 23:29:00,2025-03-17 10:47:00,WTG-21,Electrical,603,Converter communication failure,11.3,TRIP
312,2025-03-17 00:54:00,2025-03-17 21:24:00,WTG-05,Gearbox,703,Bearing vibration high,20.5,TRIP
313,2025-03-17 02:14:00,2025-03-17 04:08:00,WTG-19,Gearbox,705,Gear mesh frequency vibration,1.9,TRIP
314,2025-03-17 03:01:00,2025-03-17 17:37:00,WTG-29,Electrical,602,IGBT overtemperature,14.6,TRIP
315,2025-03-17 08:33:00,2025-03-17 18:21:00,WTG-09,PCM-CORR,002,manual stop_repair,9.8,Corrective
316,2025-03-18 01:30:00,2025-03-18 04:36:00,WTG-28,Hydraulic System,402,High hydraulic pressure,3.1,TRIP
317,2025-03-18 03:04:00,2025-03-18 07:52:00,WTG-13,Gearbox,703,Bearing vibration high,4.8,TRIP
318,2025-03-18 16:59:00,2025-03-18 18:41:00,WTG-03,Yaw System,302,Yaw motor overload,1.7,TRIP
319,2025-03-19 06:09:00,2025-03-19 07:33:00,WTG-12,Hydraulic System,401,Low hydraulic pressure,1.4,TRIP
320,2025-03-19 12:30:00,2025-03-19 16:06:00,WTG-06,Gearbox,703,Bearing vibration high,3.6,TRIP
321,2025-03-19 21:17:00,2025-03-19 22:41:00,WTG-12,Pitch System,202,Pitch battery fault,1.4,TRIP
322,2025-03-20 03:34:00,2025-03-22 02:28:00,WTG-14,Electrical,601,Grid voltage out of limits,46.9,TRIP
323,2025-03-20 08:33:00,2025-03-20 19:39:00,WTG-09,Electrical,602,IGBT overtemperature,11.1,TRIP
324,2025-03-20 23:04:00,2025-03-20 23:34:00,WTG-17,Gearbox,702,High oil temperature,0.5,TRIP
325,2025-03-21 02:21:00,2025-03-21 05:57:00,WTG-03,Pitch System,203,Pitch motor overtemperature,3.6,TRIP
326,2025-03-21 09:24:00,2025-03-21 10:24:00,WTG-07,Electrical,601,Grid voltage out of limits,1.0,TRIP
327,2025-03-21 10:09:00,2025-03-21 22:15:00,WTG-06,PCM-CORR,002,manual stop_repair,12.1,Corrective
328,2025-03-21 11:08:00,2025-03-21 12:14:00,WTG-24,Electrical,602,IGBT overtemperature,1.1,TRIP
329,2025-03-21 14:21:00,2025-03-22 00:45:00,WTG-22,Yaw System,301,Yaw error,10.4,TRIP
330,2025-03-21 15:53:00,2025-03-21 19:47:00,WTG-06,Gearbox,702,High oil temperature,3.9,TRIP
331,2025-03-21 19:36:00,2025-03-23 04:00:00,WTG-24,PCM-CORR,002,manual stop_repair,32.4,Corrective
332,2025-03-22 01:38:00,2025-03-22 05:32:00,WTG-22,Pitch System,205,Blade angle asymmetry limit reached,3.9,TRIP
333,2025-03-22 10:39:00,2025-03-22 17:45:00,WTG-06,Electrical,602,IGBT overtemperature,7.1,TRIP
334,2025-03-22 12:28:00,2025-03-22 19:10:00,WTG-07,Generator,505,Generator overspeed,6.7,TRIP
335,2025-03-22 15:02:00,2025-03-23 03:50:00,WTG-10,Gearbox,704,Oil filter clogged,12.8,TRIP
336,2025-03-23 05:18:00,2025-03-23 10:30:00,WTG-16,Pitch System,203,Pitch motor overtemperature,5.2,TRIP
337,2025-03-23 05:34:00,2025-03-23 09:58:00,WTG-14,Gearbox,705,Gear mesh frequency vibration,4.4,TRIP
338,2025-03-24 00:20:00,2025-03-24 09:32:00,WTG-27,Generator,505,Generator overspeed,9.2,TRIP
339,2025-03-24 10:01:00,2025-03-24 13:43:00,WTG-28,Sensors,802,Wind vane error,3.7,TRIP
340,2025-03-24 14:01:00,2025-03-24 18:31:00,WTG-07,PCM-CORR,002,manual stop_repair,4.5,Corrective
341,2025-03-24 17:58:00,2025-03-25 10:04:00,WTG-20,PCM-CORR,002,manual stop_repair,16.1,Corrective
342,2025-03-24 18:12:00,2025-03-24 22:30:00,WTG-19,Sensors,803,Ice detection on blades,4.3,TRIP
343,2025-03-25 01:17:00,2025-03-25 04:17:00,WTG-13,Yaw System,302,Yaw motor overload,3.0,TRIP
344,2025-03-25 03:53:00,2025-03-25 14:41:00,WTG-16,Gearbox,704,Oil filter clogged,10.8,TRIP
345,2025-03-25 18:49:00,2025-03-25 21:19:00,WTG-20,Sensors,801,Anemometer mismatch,2.5,TRIP
346,2025-03-25 21:46:00,2025-03-26 21:46:00,WTG-29,PCM-CORR,002,manual stop_repair,24.0,Corrective
347,2025-03-26 00:13:00,2025-03-26 11:49:00,WTG-28,Generator,501,High temperature winding,11.6,TRIP
348,2025-03-26 04:41:00,2025-03-26 05:29:00,WTG-24,Gearbox,703,Bearing vibration high,0.8,TRIP
349,2025-03-26 09:00:00,2025-03-29 09:00:00,WTG-26,PCM-PROG,001,manual stop_maintenance,72.0,Preventive
350,2025-03-26 10:03:00,2025-03-26 11:39:00,WTG-02,Generator,505,Generator overspeed,1.6,TRIP
351,2025-03-26 12:55:00,2025-03-26 16:13:00,WTG-06,Electrical,602,IGBT overtemperature,3.3,TRIP
352,2025-03-27 01:38:00,2025-03-27 18:32:00,WTG-26,Hydraulic System,403,Hydraulic pump motor overload,16.9,TRIP
353,2025-03-27 07:49:00,2025-03-27 12:55:00,WTG-22,Pitch System,202,Pitch battery fault,5.1,TRIP
354,2025-03-27 08:19:00,2025-03-28 18:49:00,WTG-20,PCM-CORR,002,manual stop_repair,34.5,Corrective
355,2025-03-27 09:34:00,2025-03-27 14:52:00,WTG-26,Hydraulic System,405,Valve switching failure,5.3,TRIP
356,2025-03-27 12:43:00,2025-03-28 01:49:00,WTG-19,PCM-CORR,002,manual stop_repair,13.1,Corrective
357,2025-03-27 23:15:00,2025-03-28 00:21:00,WTG-07,Pitch System,203,Pitch motor overtemperature,1.1,TRIP
358,2025-03-28 05:06:00,2025-03-28 15:00:00,WTG-17,Hydraulic System,403,Hydraulic pump motor overload,9.9,TRIP
359,2025-03-28 10:15:00,2025-03-29 21:39:00,WTG-27,PCM-CORR,002,manual stop_repair,35.4,Corrective
360,2025-03-28 12:42:00,2025-03-28 18:06:00,WTG-30,Sensors,804,Ambient temperature out of range,5.4,TRIP
361,2025-03-29 02:45:00,2025-03-29 20:45:00,WTG-20,Generator,503,Bearing temperature high,18.0,TRIP
362,2025-03-29 10:17:00,2025-03-29 15:53:00,WTG-03,Yaw System,304,Yaw brake failure,5.6,TRIP
363,2025-03-29 10:17:00,2025-03-29 12:53:00,WTG-16,Pitch System,201,Difference between Pitch angles,2.6,TRIP
364,2025-03-29 10:48:00,2025-03-30 13:48:00,WTG-09,Hydraulic System,402,High hydraulic pressure,27.0,TRIP
365,2025-03-29 11:08:00,2025-03-30 01:56:00,WTG-24,PCM-CORR,002,manual stop_repair,14.8,Corrective
366,2025-03-29 18:32:00,2025-03-29 23:56:00,WTG-01,Electrical,604,DC link overvoltage,5.4,TRIP
367,2025-03-29 21:01:00,2025-03-30 02:01:00,WTG-18,Hydraulic System,405,Valve switching failure,5.0,TRIP
368,2025-03-30 02:40:00,2025-03-30 08:04:00,WTG-18,Electrical,602,IGBT overtemperature,5.4,TRIP
369,2025-03-30 12:46:00,2025-03-30 15:22:00,WTG-02,Pitch System,204,Pitch position sensor error,2.6,TRIP
370,2025-03-30 23:25:00,2025-03-31 04:55:00,WTG-04,PCM-CORR,002,manual stop_repair,5.5,Corrective
371,2025-03-31 05:22:00,2025-04-01 08:28:00,WTG-25,PCM-CORR,002,manual stop_repair,27.1,Corrective
372,2025-04-01 01:15:00,2025-04-02 08:57:00,WTG-27,PCM-CORR,002,manual stop_repair,31.7,Corrective
373,2025-04-01 11:30:00,2025-04-01 16:42:00,WTG-03,Generator,503,Bearing temperature high,5.2,TRIP
374,2025-04-02 07:17:00,2025-04-02 09:47:00,WTG-13,Pitch System,201,Difference between Pitch angles,2.5,TRIP
375,2025-04-02 11:03:00,2025-04-02 12:27:00,WTG-25,Electrical,604,DC link overvoltage,1.4,TRIP
376,2025-04-02 19:40:00,2025-04-03 01:04:00,WTG-06,Gearbox,703,Bearing vibration high,5.4,TRIP
377,2025-04-04 01:47:00,2025-04-04 04:23:00,WTG-16,Hydraulic System,403,Hydraulic pump motor overload,2.6,TRIP
378,2025-04-04 20:31:00,2025-04-04 23:55:00,WTG-28,Yaw System,302,Yaw motor overload,3.4,TRIP
379,2025-04-05 04:52:00,2025-04-05 05:52:00,WTG-23,Hydraulic System,401,Low hydraulic pressure,1.0,TRIP
380,2025-04-05 11:41:00,2025-04-05 15:17:00,WTG-06,Yaw System,302,Yaw motor overload,3.6,TRIP
381,2025-04-06 03:26:00,2025-04-06 10:32:00,WTG-20,Electrical,602,IGBT overtemperature,7.1,TRIP
382,2025-04-06 06:26:00,2025-04-06 18:44:00,WTG-11,Sensors,803,Ice detection on blades,12.3,TRIP
383,2025-04-06 10:15:00,2025-04-07 16:33:00,WTG-23,PCM-CORR,002,manual stop_repair,30.3,Corrective
384,2025-04-06 13:47:00,2025-04-06 21:41:00,WTG-08,PCM-CORR,002,manual stop_repair,7.9,Corrective
385,2025-04-06 16:10:00,2025-04-07 09:40:00,WTG-20,PCM-CORR,002,manual stop_repair,17.5,Corrective
386,2025-04-07 00:42:00,2025-04-07 08:30:00,WTG-05,Gearbox,702,High oil temperature,7.8,TRIP
387,2025-04-07 04:41:00,2025-04-07 06:23:00,WTG-10,Electrical,603,Converter communication failure,1.7,TRIP
388,2025-04-07 06:30:00,2025-04-07 08:42:00,WTG-24,Gearbox,701,Low oil pressure,2.2,TRIP
389,2025-04-07 09:46:00,2025-04-07 20:46:00,WTG-30,Electrical,602,IGBT overtemperature,11.0,TRIP
390,2025-04-07 13:03:00,2025-04-08 16:03:00,WTG-28,PCM-CORR,002,manual stop_repair,27.0,Corrective
391,2025-04-07 15:37:00,2025-04-07 17:55:00,WTG-01,Pitch System,203,Pitch motor overtemperature,2.3,TRIP
392,2025-04-08 03:10:00,2025-04-08 10:10:00,WTG-25,Electrical,602,IGBT overtemperature,7.0,TRIP
393,2025-04-08 13:35:00,2025-04-09 04:29:00,WTG-18,Generator,504,Slip ring brush wear limit,14.9,TRIP
394,2025-04-08 13:57:00,2025-04-09 07:39:00,WTG-15,Pitch System,201,Difference between Pitch angles,17.7,TRIP
395,2025-04-08 16:19:00,2025-04-09 04:43:00,WTG-20,PCM-CORR,002,manual stop_repair,12.4,Corrective
396,2025-04-08 23:53:00,2025-04-09 06:05:00,WTG-25,Gearbox,704,Oil filter clogged,6.2,TRIP
397,2025-04-09 12:12:00,2025-04-09 13:42:00,WTG-30,Pitch System,204,Pitch position sensor error,1.5,TRIP
398,2025-04-10 03:34:00,2025-04-10 17:52:00,WTG-15,PCM-CORR,002,manual stop_repair,14.3,Corrective
399,2025-04-10 14:12:00,2025-04-10 22:42:00,WTG-14,Generator,502,Generator cooling failure,8.5,TRIP
400,2025-04-10 16:27:00,2025-04-11 01:03:00,WTG-12,Generator,501,High temperature winding,8.6,TRIP
401,2025-04-10 17:47:00,2025-04-11 01:47:00,WTG-12,Yaw System,305,Yaw inverter fault,8.0,TRIP
402,2025-04-11 00:52:00,2025-04-11 02:04:00,WTG-30,Gearbox,705,Gear mesh frequency vibration,1.2,TRIP
403,2025-04-11 02:02:00,2025-04-11 05:20:00,WTG-17,Sensors,801,Anemometer mismatch,3.3,TRIP
404,2025-04-11 02:33:00,2025-04-11 10:15:00,WTG-08,Sensors,802,Wind vane error,7.7,TRIP
405,2025-04-11 03:10:00,2025-04-11 07:52:00,WTG-22,Electrical,602,IGBT overtemperature,4.7,TRIP
406,2025-04-11 06:30:00,2025-04-12 14:06:00,WTG-18,PCM-CORR,002,manual stop_repair,31.6,Corrective
407,2025-04-11 08:30:00,2025-04-11 11:24:00,WTG-17,Yaw System,302,Yaw motor overload,2.9,TRIP
408,2025-04-11 12:08:00,2025-04-11 15:38:00,WTG-19,Gearbox,703,Bearing vibration high,3.5,TRIP
409,2025-04-11 20:17:00,2025-04-12 08:23:00,WTG-25,Sensors,802,Wind vane error,12.1,TRIP
410,2025-04-11 22:32:00,2025-04-13 06:08:00,WTG-29,PCM-CORR,002,manual stop_repair,31.6,Corrective
411,2025-04-12 02:23:00,2025-04-12 03:23:00,WTG-14,Electrical,601,Grid voltage out of limits,1.0,TRIP
412,2025-04-12 06:25:00,2025-04-12 07:31:00,WTG-13,Generator,505,Generator overspeed,1.1,TRIP
413,2025-04-12 08:00:00,2025-04-15 08:00:00,WTG-12,PCM-PROG,001,manual stop_maintenance,72.0,Preventive
414,2025-04-12 22:03:00,2025-04-13 06:39:00,WTG-19,Sensors,802,Wind vane error,8.6,TRIP
415,2025-04-13 02:17:00,2025-04-13 06:53:00,WTG-18,Yaw System,304,Yaw brake failure,4.6,TRIP
416,2025-04-13 02:41:00,2025-04-14 07:29:00,WTG-18,PCM-CORR,002,manual stop_repair,28.8,Corrective
417,2025-04-13 10:54:00,2025-04-13 18:06:00,WTG-17,Yaw System,301,Yaw error,7.2,TRIP
418,2025-04-13 12:02:00,2025-04-15 20:32:00,WTG-08,Sensors,803,Ice detection on blades,56.5,TRIP
419,2025-04-13 12:47:00,2025-04-14 06:59:00,WTG-28,PCM-CORR,002,manual stop_repair,18.2,Corrective
420,2025-04-13 19:15:00,2025-04-14 06:57:00,WTG-04,PCM-CORR,002,manual stop_repair,11.7,Corrective
421,2025-04-14 06:25:00,2025-04-14 17:55:00,WTG-30,Pitch System,201,Difference between Pitch angles,11.5,TRIP
422,2025-04-14 07:13:00,2025-04-15 12:55:00,WTG-06,Generator,503,Bearing temperature high,29.7,TRIP
423,2025-04-14 16:49:00,2025-04-14 17:43:00,WTG-11,Electrical,602,IGBT overtemperature,0.9,TRIP
424,2025-04-14 22:06:00,2025-04-15 13:36:00,WTG-09,Electrical,602,IGBT overtemperature,15.5,TRIP
425,2025-04-15 07:38:00,2025-04-15 17:44:00,WTG-01,Hydraulic System,404,Hydraulic oil low level,10.1,TRIP
426,2025-04-15 08:37:00,2025-04-16 01:01:00,WTG-01,Sensors,801,Anemometer mismatch,16.4,TRIP
427,2025-04-15 09:39:00,2025-04-15 11:51:00,WTG-20,Generator,502,Generator cooling failure,2.2,TRIP
428,2025-04-15 23:02:00,2025-04-16 00:44:00,WTG-13,Yaw System,303,Cable twist limit exceeded,1.7,TRIP
429,2025-04-16 00:38:00,2025-04-17 01:32:00,WTG-27,Gearbox,704,Oil filter clogged,24.9,TRIP
430,2025-04-16 05:29:00,2025-04-16 11:53:00,WTG-18,Sensors,802,Wind vane error,6.4,TRIP
431,2025-04-16 13:54:00,2025-04-16 19:24:00,WTG-12,Electrical,605,Grid frequency instability,5.5,TRIP
432,2025-04-16 18:10:00,2025-04-17 08:04:00,WTG-01,Yaw System,302,Yaw motor overload,13.9,TRIP
433,2025-04-16 21:26:00,2025-04-17 04:44:00,WTG-29,Yaw System,302,Yaw motor overload,7.3,TRIP
434,2025-04-17 01:46:00,2025-04-17 07:40:00,WTG-24,Hydraulic System,405,Valve switching failure,5.9,TRIP
435,2025-04-17 01:51:00,2025-04-18 05:27:00,WTG-22,PCM-CORR,002,manual stop_repair,27.6,Corrective
436,2025-04-17 10:26:00,2025-04-17 12:08:00,WTG-20,Yaw System,303,Cable twist limit exceeded,1.7,TRIP
437,2025-04-17 15:15:00,2025-04-17 18:51:00,WTG-14,PCM-CORR,002,manual stop_repair,3.6,Corrective
438,2025-04-17 17:04:00,2025-04-18 05:10:00,WTG-19,PCM-CORR,002,manual stop_repair,12.1,Corrective
439,2025-04-17 19:16:00,2025-04-17 21:16:00,WTG-01,Electrical,604,DC link overvoltage,2.0,TRIP
440,2025-04-17 19:53:00,2025-04-19 07:29:00,WTG-29,PCM-CORR,002,manual stop_repair,35.6,Corrective
441,2025-04-18 05:27:00,2025-04-18 08:57:00,WTG-04,PCM-CORR,002,manual stop_repair,3.5,Corrective
442,2025-04-18 08:00:00,2025-04-21 08:00:00,WTG-07,PCM-PROG,001,manual stop_maintenance,72.0,Preventive
443,2025-04-18 08:13:00,2025-04-18 20:19:00,WTG-08,Electrical,604,DC link overvoltage,12.1,TRIP
444,2025-04-18 11:12:00,2025-04-18 18:12:00,WTG-25,Yaw System,303,Cable twist limit exceeded,7.0,TRIP
445,2025-04-18 14:36:00,2025-04-18 15:12:00,WTG-18,Yaw System,302,Yaw motor overload,0.6,TRIP
446,2025-04-18 16:45:00,2025-04-18 20:09:00,WTG-24,Generator,504,Slip ring brush wear limit,3.4,TRIP
447,2025-04-18 20:25:00,2025-04-19 04:19:00,WTG-16,Generator,501,High temperature winding,7.9,TRIP
448,2025-04-19 03:48:00,2025-04-19 19:54:00,WTG-13,Electrical,604,DC link overvoltage,16.1,TRIP
449,2025-04-19 04:08:00,2025-04-19 05:38:00,WTG-27,Hydraulic System,404,Hydraulic oil low level,1.5,TRIP
450,2025-04-19 04:24:00,2025-04-19 19:12:00,WTG-22,PCM-CORR,002,manual stop_repair,14.8,Corrective
451,2025-04-19 05:21:00,2025-04-19 21:09:00,WTG-15,Yaw System,301,Yaw error,15.8,TRIP
452,2025-04-19 07:34:00,2025-04-20 07:52:00,WTG-01,Generator,505,Generator overspeed,24.3,TRIP
453,2025-04-19 07:37:00,2025-04-19 08:13:00,WTG-15,Yaw System,302,Yaw motor overload,0.6,TRIP
454,2025-04-19 14:39:00,2025-04-19 17:27:00,WTG-25,PCM-CORR,002,manual stop_repair,2.8,Corrective
455,2025-04-19 14:41:00,2025-04-19 15:29:00,WTG-16,Yaw System,302,Yaw motor overload,0.8,TRIP
456,2025-04-19 16:51:00,2025-04-20 05:51:00,WTG-03,Yaw System,302,Yaw motor overload,13.0,TRIP
457,2025-04-19 18:09:00,2025-04-19 20:09:00,WTG-21,Hydraulic System,402,High hydraulic pressure,2.0,TRIP
